,,,,,,,,,,,,,,,
PROCESSO Nº,,,,,ASSUNTO,,,,,,,,,,
,,,,,,,,,,,,,,,
REQUISITANTE,,,,,,DA ELABORAÇÃO DO MAPA,,,,,,,,,
ÓRGÃO,,,,,,RESPONSÁVEIS PELO ORÇAMENTO,,,,,,,,,
SETOR,,,,,,ANALISTAS RESPONSÁVEIS,,,,,,,,,
TELEFONE,,,,,,DATA DA LICITAÇÃO,,,,,,,,,
,,,,,,,,,,,,,,,
ITEM,QUANT.,UNID.,"CÓDIGO
(CATMAT/
CATSER)","DESCRIÇÃO SUMÁRIA DO
PRODUTO/SERVIÇO","ORÇAMENTO EMPRESA E0001
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0002
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0003
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0004
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0005
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0006
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0007
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0008
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0009
PREÇO UNITÁRIO (R$)","ORÇAMENTO EMPRESA E0010
PREÇO UNITÁRIO (R$)","ORÇAMENTO DA LICITAÇÃO
PREÇO UNITÁRIO (R$)"
129,20,Pneus,,,R$23.00 ,R$29.00 ,R$7.00 ,R$40.00 ,R$38.00 ,R$18.00 ,R$40.00 ,R$15.00 ,R$32.00 ,R$32.00 ,R$38.00 
130,100,Caixas,,,R$1.00 ,R$12.00 ,R$40.00 ,R$13.00 ,R$30.00 ,R$19.00 ,R$21.00 ,R$24.00 ,R$11.00 ,R$24.00 ,R$33.00 
131,200,Packs,,,R$31.00 ,R$4.00 ,R$7.00 ,R$33.00 ,R$26.00 ,R$1.00 ,R$32.00 ,R$38.00 ,R$23.00 ,R$11.00 ,R$18.00 
132,250,Litros,,,R$38.00 ,R$16.00 ,R$2.00 ,R$19.00 ,R$8.00 ,R$8.00 ,R$33.00 ,R$9.00 ,R$5.00 ,R$40.00 ,R$4.00 
133,150,Packs,,,R$13.00 ,R$12.00 ,R$24.00 ,R$5.00 ,R$10.00 ,R$7.00 ,R$30.00 ,R$10.00 ,R$15.00 ,R$23.00 ,R$31.00 
134,20,Pneus,,,R$23.00 ,R$38.00 ,R$3.00 ,R$11.00 ,R$40.00 ,R$23.00 ,R$31.00 ,R$36.00 ,R$9.00 ,R$31.00 ,R$40.00 
135,20,Pneus,,,R$23.00 ,R$3.00 ,R$19.00 ,R$37.00 ,R$19.00 ,R$13.00 ,R$14.00 ,R$40.00 ,R$10.00 ,R$27.00 ,R$15.00 
136,100,Caixas,,,R$33.00 ,R$5.00 ,R$25.00 ,R$17.00 ,R$32.00 ,R$5.00 ,R$29.00 ,R$37.00 ,R$5.00 ,R$13.00 ,R$13.00 
137,200,Packs,,,R$9.00 ,R$17.00 ,R$30.00 ,R$17.00 ,R$27.00 ,R$27.00 ,R$35.00 ,R$3.00 ,R$23.00 ,R$10.00 ,R$6.00 
138,250,Litros,,,R$30.00 ,R$28.00 ,R$19.00 ,R$16.00 ,R$37.00 ,R$24.00 ,R$3.00 ,R$1.00 ,R$25.00 ,R$24.00 ,R$2.00 
139,150,Packs,,,R$19.00 ,R$28.00 ,R$9.00 ,R$4.00 ,R$38.00 ,R$37.00 ,R$15.00 ,R$20.00 ,R$18.00 ,R$39.00 ,R$40.00 
140,20,Pneus,,,R$26.00 ,R$12.00 ,R$16.00 ,R$38.00 ,R$1.00 ,R$4.00 ,R$18.00 ,R$26.00 ,R$4.00 ,R$30.00 ,R$14.00 
141,20,Pneus,,,R$35.00 ,R$3.00 ,R$25.00 ,R$19.00 ,R$25.00 ,R$13.00 ,R$10.00 ,R$35.00 ,R$25.00 ,R$5.00 ,R$8.00 
142,100,Caixas,,,R$27.00 ,R$27.00 ,R$9.00 ,R$36.00 ,R$31.00 ,R$17.00 ,R$19.00 ,R$26.00 ,R$14.00 ,R$4.00 ,R$39.00 
143,200,Packs,,,R$3.00 ,R$6.00 ,R$5.00 ,R$5.00 ,R$36.00 ,R$36.00 ,R$5.00 ,R$12.00 ,R$7.00 ,R$28.00 ,R$32.00 
144,250,Litros,,,R$14.00 ,R$2.00 ,R$32.00 ,R$12.00 ,R$30.00 ,R$1.00 ,R$25.00 ,R$5.00 ,R$40.00 ,R$29.00 ,R$3.00 
145,150,Packs,,,R$32.00 ,R$19.00 ,R$20.00 ,R$13.00 ,R$38.00 ,R$21.00 ,R$39.00 ,R$35.00 ,R$13.00 ,R$16.00 ,R$20.00 
146,20,Pneus,,,R$29.00 ,R$34.00 ,R$38.00 ,R$10.00 ,R$23.00 ,R$21.00 ,R$28.00 ,R$35.00 ,R$35.00 ,R$22.00 ,R$19.00 
147,20,Pneus,,,R$20.00 ,R$11.00 ,R$1.00 ,R$6.00 ,R$9.00 ,R$24.00 ,R$17.00 ,R$35.00 ,R$8.00 ,R$28.00 ,R$19.00 
148,100,Caixas,,,R$15.00 ,R$9.00 ,R$3.00 ,R$34.00 ,R$25.00 ,R$24.00 ,R$40.00 ,R$34.00 ,R$33.00 ,R$21.00 ,R$26.00 
149,200,Packs,,,R$34.00 ,R$31.00 ,R$24.00 ,R$1.00 ,R$39.00 ,R$17.00 ,R$30.00 ,R$35.00 ,R$9.00 ,R$2.00 ,R$17.00 
150,250,Litros,,,R$20.00 ,R$32.00 ,R$29.00 ,R$24.00 ,R$35.00 ,R$28.00 ,R$5.00 ,R$8.00 ,R$10.00 ,R$17.00 ,R$14.00 
151,150,Packs,,,R$25.00 ,R$32.00 ,R$33.00 ,R$12.00 ,R$36.00 ,R$25.00 ,R$33.00 ,R$19.00 ,R$13.00 ,R$9.00 ,R$33.00 
152,20,Pneus,,,R$7.00 ,R$31.00 ,R$4.00 ,R$9.00 ,R$7.00 ,R$21.00 ,R$12.00 ,R$15.00 ,R$7.00 ,R$25.00 ,R$16.00 
153,20,Pneus,,,R$25.00 ,R$25.00 ,R$5.00 ,R$17.00 ,R$4.00 ,R$27.00 ,R$4.00 ,R$38.00 ,R$34.00 ,R$19.00 ,R$8.00 
154,100,Caixas,,,R$26.00 ,R$15.00 ,R$23.00 ,R$32.00 ,R$2.00 ,R$13.00 ,R$11.00 ,R$13.00 ,R$14.00 ,R$30.00 ,R$5.00 
155,200,Packs,,,R$25.00 ,R$18.00 ,R$18.00 ,R$22.00 ,R$20.00 ,R$12.00 ,R$26.00 ,R$24.00 ,R$27.00 ,R$1.00 ,R$38.00 
156,100,Caixas,,,R$27.00 ,R$28.00 ,R$7.00 ,R$11.00 ,R$27.00 ,R$36.00 ,R$20.00 ,R$40.00 ,R$39.00 ,R$37.00 ,R$21.00 
157,200,Packs,,,R$38.00 ,R$27.00 ,R$40.00 ,R$35.00 ,R$7.00 ,R$10.00 ,R$18.00 ,R$15.00 ,R$15.00 ,R$37.00 ,R$38.00 
158,250,Litros,,,R$25.00 ,R$18.00 ,R$3.00 ,R$22.00 ,R$16.00 ,R$2.00 ,R$20.00 ,R$4.00 ,R$3.00 ,R$17.00 ,R$11.00 
159,150,Packs,,,R$1.00 ,R$15.00 ,R$4.00 ,R$36.00 ,R$20.00 ,R$28.00 ,R$34.00 ,R$33.00 ,R$29.00 ,R$40.00 ,R$16.00 
160,20,Pneus,,,R$24.00 ,R$32.00 ,R$4.00 ,R$34.00 ,R$23.00 ,R$17.00 ,R$31.00 ,R$15.00 ,R$38.00 ,R$18.00 ,R$18.00 
161,100,Caixas,,,R$24.00 ,R$15.00 ,R$22.00 ,R$2.00 ,R$34.00 ,R$13.00 ,R$12.00 ,R$39.00 ,R$6.00 ,R$32.00 ,R$1.00 
162,200,Packs,,,R$16.00 ,R$2.00 ,R$4.00 ,R$36.00 ,R$31.00 ,R$26.00 ,R$19.00 ,R$18.00 ,R$29.00 ,R$27.00 ,R$22.00 
163,250,Litros,,,R$30.00 ,R$33.00 ,R$5.00 ,R$2.00 ,R$22.00 ,R$33.00 ,R$10.00 ,R$4.00 ,R$20.00 ,R$34.00 ,R$31.00 
164,150,Packs,,,R$24.00 ,R$9.00 ,R$22.00 ,R$25.00 ,R$20.00 ,R$20.00 ,R$11.00 ,R$6.00 ,R$18.00 ,R$24.00 ,R$22.00 
165,20,Pneus,,,R$36.00 ,R$16.00 ,R$27.00 ,R$2.00 ,R$3.00 ,R$33.00 ,R$6.00 ,R$37.00 ,R$22.00 ,R$28.00 ,R$29.00 
166,100,Caixas,,,R$33.00 ,R$23.00 ,R$40.00 ,R$36.00 ,R$16.00 ,R$39.00 ,R$2.00 ,R$27.00 ,R$3.00 ,R$7.00 ,R$4.00 
167,200,Packs,,,R$21.00 ,R$8.00 ,R$19.00 ,R$1.00 ,R$35.00 ,R$38.00 ,R$20.00 ,R$38.00 ,R$17.00 ,R$16.00 ,R$3.00 
168,250,Litros,,,R$6.00 ,R$20.00 ,R$14.00 ,R$38.00 ,R$40.00 ,R$17.00 ,R$32.00 ,R$6.00 ,R$10.00 ,R$39.00 ,R$19.00 
169,150,Packs,,,R$10.00 ,R$27.00 ,R$2.00 ,R$18.00 ,R$14.00 ,R$6.00 ,R$6.00 ,R$40.00 ,R$37.00 ,R$24.00 ,R$17.00 
170,20,Pneus,,,R$10.00 ,R$14.00 ,R$39.00 ,R$12.00 ,R$32.00 ,R$31.00 ,R$7.00 ,R$17.00 ,R$10.00 ,R$28.00 ,R$31.00 
171,100,Caixas,,,R$23.00 ,R$38.00 ,R$13.00 ,R$12.00 ,R$21.00 ,R$31.00 ,R$3.00 ,R$19.00 ,R$35.00 ,R$1.00 ,R$21.00 
172,200,Packs,,,R$31.00 ,R$25.00 ,R$27.00 ,R$23.00 ,R$30.00 ,R$31.00 ,R$4.00 ,R$3.00 ,R$2.00 ,R$35.00 ,R$5.00 
173,250,Litros,,,R$18.00 ,R$21.00 ,R$11.00 ,R$20.00 ,R$40.00 ,R$23.00 ,R$11.00 ,R$18.00 ,R$25.00 ,R$35.00 ,R$14.00 
174,150,Packs,,,R$9.00 ,R$31.00 ,R$22.00 ,R$18.00 ,R$21.00 ,R$40.00 ,R$11.00 ,R$18.00 ,R$37.00 ,R$32.00 ,R$25.00 
175,20,Pneus,,,R$39.00 ,R$19.00 ,R$31.00 ,R$16.00 ,R$32.00 ,R$10.00 ,R$24.00 ,R$34.00 ,R$21.00 ,R$28.00 ,R$24.00 
176,100,Caixas,,,R$10.00 ,R$30.00 ,R$1.00 ,R$26.00 ,R$38.00 ,R$12.00 ,R$25.00 ,R$33.00 ,R$32.00 ,R$21.00 ,R$20.00 
177,200,Packs,,,R$15.00 ,R$19.00 ,R$13.00 ,R$29.00 ,R$34.00 ,R$5.00 ,R$30.00 ,R$13.00 ,R$29.00 ,R$6.00 ,R$16.00 
178,250,Litros,,,R$19.00 ,R$9.00 ,R$33.00 ,R$22.00 ,R$27.00 ,R$11.00 ,R$12.00 ,R$39.00 ,R$27.00 ,R$36.00 ,R$33.00 
179,150,Packs,,,R$26.00 ,R$27.00 ,R$38.00 ,R$4.00 ,R$38.00 ,R$20.00 ,R$36.00 ,R$19.00 ,R$39.00 ,R$25.00 ,R$13.00 
180,20,Pneus,,,R$2.00 ,R$6.00 ,R$5.00 ,R$38.00 ,R$38.00 ,R$35.00 ,R$24.00 ,R$20.00 ,R$17.00 ,R$1.00 ,R$2.00 
181,100,Caixas,,,R$2.00 ,R$34.00 ,R$1.00 ,R$30.00 ,R$39.00 ,R$14.00 ,R$1.00 ,R$13.00 ,R$37.00 ,R$29.00 ,R$40.00 
182,200,Packs,,,R$13.00 ,R$25.00 ,R$33.00 ,R$13.00 ,R$14.00 ,R$16.00 ,R$16.00 ,R$26.00 ,R$19.00 ,R$18.00 ,R$8.00 
183,250,Litros,,,R$1.00 ,R$25.00 ,R$29.00 ,R$6.00 ,R$24.00 ,R$20.00 ,R$14.00 ,R$3.00 ,R$33.00 ,R$34.00 ,R$32.00 
184,150,Packs,,,R$39.00 ,R$11.00 ,R$22.00 ,R$37.00 ,R$34.00 ,R$32.00 ,R$8.00 ,R$25.00 ,R$37.00 ,R$15.00 ,R$4.00 
185,20,Pneus,,,R$16.00 ,R$18.00 ,R$11.00 ,R$12.00 ,R$8.00 ,R$20.00 ,R$26.00 ,R$24.00 ,R$36.00 ,R$25.00 ,R$2.00 
186,100,Caixas,,,R$25.00 ,R$34.00 ,R$14.00 ,R$23.00 ,R$5.00 ,R$36.00 ,R$38.00 ,R$40.00 ,R$30.00 ,R$30.00 ,R$28.00 
187,200,Packs,,,R$4.00 ,R$12.00 ,R$14.00 ,R$39.00 ,R$18.00 ,R$24.00 ,R$16.00 ,R$10.00 ,R$5.00 ,R$33.00 ,R$11.00 
188,250,Litros,,,R$33.00 ,R$36.00 ,R$4.00 ,R$2.00 ,R$23.00 ,R$23.00 ,R$33.00 ,R$30.00 ,R$14.00 ,R$23.00 ,R$20.00 
189,150,Packs,,,R$29.00 ,R$20.00 ,R$38.00 ,R$37.00 ,R$15.00 ,R$20.00 ,R$4.00 ,R$6.00 ,R$1.00 ,R$18.00 ,R$19.00 
190,20,Pneus,,,R$37.00 ,R$30.00 ,R$18.00 ,R$27.00 ,R$37.00 ,R$19.00 ,R$29.00 ,R$24.00 ,R$26.00 ,R$7.00 ,R$12.00 
191,20,Pneus,,,R$39.00 ,R$22.00 ,R$28.00 ,R$12.00 ,R$32.00 ,R$33.00 ,R$32.00 ,R$23.00 ,R$37.00 ,R$30.00 ,R$1.00 
192,100,Caixas,,,R$24.00 ,R$2.00 ,R$12.00 ,R$23.00 ,R$10.00 ,R$23.00 ,R$32.00 ,R$17.00 ,R$38.00 ,R$34.00 ,R$36.00 
193,200,Packs,,,R$24.00 ,R$19.00 ,R$24.00 ,R$30.00 ,R$35.00 ,R$34.00 ,R$5.00 ,R$21.00 ,R$33.00 ,R$13.00 ,R$38.00 
194,250,Litros,,,R$40.00 ,R$5.00 ,R$24.00 ,R$36.00 ,R$3.00 ,R$18.00 ,R$37.00 ,R$38.00 ,R$1.00 ,R$19.00 ,R$19.00 
195,150,Packs,,,R$25.00 ,R$38.00 ,R$40.00 ,R$33.00 ,R$28.00 ,R$39.00 ,R$23.00 ,R$7.00 ,R$37.00 ,R$37.00 ,R$3.00 
196,20,Pneus,,,R$25.00 ,R$5.00 ,R$30.00 ,R$11.00 ,R$35.00 ,R$31.00 ,R$10.00 ,R$4.00 ,R$15.00 ,R$10.00 ,R$9.00 
197,20,Pneus,,,R$8.00 ,R$29.00 ,R$10.00 ,R$18.00 ,R$38.00 ,R$2.00 ,R$1.00 ,R$7.00 ,R$8.00 ,R$27.00 ,R$13.00 
198,100,Caixas,,,R$13.00 ,R$5.00 ,R$24.00 ,R$31.00 ,R$29.00 ,R$29.00 ,R$1.00 ,R$2.00 ,R$9.00 ,R$8.00 ,R$2.00 
199,200,Packs,,,R$21.00 ,R$4.00 ,R$38.00 ,R$15.00 ,R$15.00 ,R$10.00 ,R$23.00 ,R$6.00 ,R$11.00 ,R$39.00 ,R$28.00 
200,250,Litros,,,R$40.00 ,R$38.00 ,R$8.00 ,R$37.00 ,R$15.00 ,R$26.00 ,R$17.00 ,R$27.00 ,R$13.00 ,R$32.00 ,R$16.00 
201,150,Packs,,,R$31.00 ,R$31.00 ,R$12.00 ,R$21.00 ,R$38.00 ,R$37.00 ,R$11.00 ,R$11.00 ,R$15.00 ,R$25.00 ,R$11.00 
202,20,Pneus,,,R$1.00 ,R$28.00 ,R$27.00 ,R$12.00 ,R$12.00 ,R$40.00 ,R$24.00 ,R$20.00 ,R$19.00 ,R$27.00 ,R$11.00 
203,20,Pneus,,,R$2.00 ,R$21.00 ,R$20.00 ,R$24.00 ,R$35.00 ,R$24.00 ,R$30.00 ,R$33.00 ,R$28.00 ,R$21.00 ,R$13.00 
204,100,Caixas,,,R$11.00 ,R$15.00 ,R$1.00 ,R$5.00 ,R$18.00 ,R$2.00 ,R$38.00 ,R$18.00 ,R$32.00 ,R$32.00 ,R$36.00 
205,200,Packs,,,R$33.00 ,R$39.00 ,R$28.00 ,R$8.00 ,R$28.00 ,R$4.00 ,R$10.00 ,R$36.00 ,R$15.00 ,R$25.00 ,R$32.00 
206,250,Litros,,,R$22.00 ,R$35.00 ,R$38.00 ,R$10.00 ,R$36.00 ,R$30.00 ,R$20.00 ,R$7.00 ,R$28.00 ,R$40.00 ,R$25.00 
207,150,Packs,,,R$8.00 ,R$20.00 ,R$23.00 ,R$8.00 ,R$3.00 ,R$38.00 ,R$15.00 ,R$33.00 ,R$3.00 ,R$8.00 ,R$38.00 
208,20,Pneus,,,R$26.00 ,R$22.00 ,R$23.00 ,R$3.00 ,R$29.00 ,R$4.00 ,R$5.00 ,R$10.00 ,R$16.00 ,R$37.00 ,R$18.00 
209,20,Pneus,,,R$5.00 ,R$2.00 ,R$36.00 ,R$33.00 ,R$32.00 ,R$9.00 ,R$15.00 ,R$17.00 ,R$4.00 ,R$39.00 ,R$29.00 
210,100,Caixas,,,R$19.00 ,R$34.00 ,R$27.00 ,R$31.00 ,R$20.00 ,R$7.00 ,R$15.00 ,R$35.00 ,R$5.00 ,R$11.00 ,R$16.00 
211,200,Packs,,,R$18.00 ,R$9.00 ,R$7.00 ,R$18.00 ,R$30.00 ,R$29.00 ,R$2.00 ,R$31.00 ,R$19.00 ,R$15.00 ,R$13.00 
212,250,Litros,,,R$15.00 ,R$39.00 ,R$37.00 ,R$22.00 ,R$40.00 ,R$13.00 ,R$18.00 ,R$30.00 ,R$17.00 ,R$16.00 ,R$9.00 
213,150,Packs,,,R$34.00 ,R$10.00 ,R$29.00 ,R$31.00 ,R$20.00 ,R$8.00 ,R$4.00 ,R$8.00 ,R$31.00 ,R$20.00 ,R$25.00 
214,20,Pneus,,,R$29.00 ,R$27.00 ,R$23.00 ,R$13.00 ,R$24.00 ,R$31.00 ,R$37.00 ,R$16.00 ,R$25.00 ,R$23.00 ,R$10.00 
215,20,Pneus,,,R$40.00 ,R$16.00 ,R$15.00 ,R$5.00 ,R$20.00 ,R$2.00 ,R$4.00 ,R$20.00 ,R$35.00 ,R$7.00 ,R$21.00 
216,100,Caixas,,,R$10.00 ,R$22.00 ,R$40.00 ,R$36.00 ,R$36.00 ,R$22.00 ,R$39.00 ,R$12.00 ,R$5.00 ,R$7.00 ,R$3.00 
217,200,Packs,,,R$19.00 ,R$23.00 ,R$24.00 ,R$9.00 ,R$14.00 ,R$10.00 ,R$28.00 ,R$25.00 ,R$35.00 ,R$27.00 ,R$20.00 
218,250,Litros,,,R$38.00 ,R$17.00 ,R$33.00 ,R$33.00 ,R$25.00 ,R$9.00 ,R$24.00 ,R$28.00 ,R$17.00 ,R$2.00 ,R$2.00 
219,150,Packs,,,R$36.00 ,R$12.00 ,R$18.00 ,R$7.00 ,R$17.00 ,R$29.00 ,R$20.00 ,R$3.00 ,R$18.00 ,R$10.00 ,R$23.00 
220,20,Pneus,,,R$19.00 ,R$11.00 ,R$6.00 ,R$25.00 ,R$24.00 ,R$24.00 ,R$10.00 ,R$27.00 ,R$27.00 ,R$2.00 ,R$24.00 
221,20,Pneus,,,R$22.00 ,R$34.00 ,R$34.00 ,R$29.00 ,R$6.00 ,R$23.00 ,R$5.00 ,R$27.00 ,R$8.00 ,R$12.00 ,R$27.00 
222,100,Caixas,,,R$17.00 ,R$30.00 ,R$15.00 ,R$30.00 ,R$30.00 ,R$37.00 ,R$4.00 ,R$16.00 ,R$22.00 ,R$34.00 ,R$13.00 
223,200,Packs,,,R$19.00 ,R$16.00 ,R$10.00 ,R$17.00 ,R$16.00 ,R$4.00 ,R$17.00 ,R$16.00 ,R$1.00 ,R$2.00 ,R$24.00 
224,250,Litros,,,R$38.00 ,R$32.00 ,R$23.00 ,R$19.00 ,R$20.00 ,R$28.00 ,R$6.00 ,R$23.00 ,R$12.00 ,R$40.00 ,R$36.00 
225,150,Packs,,,R$8.00 ,R$17.00 ,R$36.00 ,R$24.00 ,R$37.00 ,R$6.00 ,R$2.00 ,R$2.00 ,R$21.00 ,R$32.00 ,R$13.00 
226,20,Pneus,,,R$6.00 ,R$33.00 ,R$7.00 ,R$8.00 ,R$10.00 ,R$25.00 ,R$21.00 ,R$31.00 ,R$39.00 ,R$37.00 ,R$25.00 
227,20,Pneus,,,R$21.00 ,R$35.00 ,R$7.00 ,R$8.00 ,R$19.00 ,R$31.00 ,R$17.00 ,R$15.00 ,R$1.00 ,R$9.00 ,R$40.00 
228,100,Caixas,,,R$35.00 ,R$19.00 ,R$38.00 ,R$17.00 ,R$11.00 ,R$30.00 ,R$37.00 ,R$17.00 ,R$17.00 ,R$7.00 ,R$11.00 
229,200,Packs,,,R$4.00 ,R$4.00 ,R$25.00 ,R$25.00 ,R$23.00 ,R$6.00 ,R$40.00 ,R$31.00 ,R$1.00 ,R$5.00 ,R$23.00 
230,250,Litros,,,R$28.00 ,R$30.00 ,R$10.00 ,R$36.00 ,R$8.00 ,R$40.00 ,R$15.00 ,R$9.00 ,R$17.00 ,R$18.00 ,R$18.00 
231,150,Packs,,,R$8.00 ,R$25.00 ,R$10.00 ,R$33.00 ,R$2.00 ,R$24.00 ,R$20.00 ,R$27.00 ,R$29.00 ,R$24.00 ,R$21.00 
232,20,Pneus,,,R$14.00 ,R$20.00 ,R$14.00 ,R$32.00 ,R$22.00 ,R$3.00 ,R$10.00 ,R$28.00 ,R$13.00 ,R$1.00 ,R$27.00 
233,20,Pneus,,,R$6.00 ,R$18.00 ,R$8.00 ,R$29.00 ,R$1.00 ,R$34.00 ,R$35.00 ,R$7.00 ,R$24.00 ,R$35.00 ,R$17.00 
234,100,Caixas,,,R$34.00 ,R$31.00 ,R$6.00 ,R$29.00 ,R$4.00 ,R$29.00 ,R$29.00 ,R$4.00 ,R$16.00 ,R$7.00 ,R$32.00 
235,200,Packs,,,R$24.00 ,R$23.00 ,R$5.00 ,R$16.00 ,R$24.00 ,R$5.00 ,R$19.00 ,R$7.00 ,R$24.00 ,R$34.00 ,R$21.00 
236,250,Litros,,,R$5.00 ,R$38.00 ,R$24.00 ,R$20.00 ,R$11.00 ,R$26.00 ,R$35.00 ,R$36.00 ,R$32.00 ,R$19.00 ,R$4.00 
237,100,Caixas,,,R$5.00 ,R$23.00 ,R$20.00 ,R$23.00 ,R$35.00 ,R$29.00 ,R$37.00 ,R$18.00 ,R$8.00 ,R$40.00 ,R$7.00 
238,200,Packs,,,R$19.00 ,R$29.00 ,R$36.00 ,R$9.00 ,R$34.00 ,R$35.00 ,R$3.00 ,R$28.00 ,R$31.00 ,R$19.00 ,R$29.00 
239,250,Litros,,,R$1.00 ,R$29.00 ,R$39.00 ,R$40.00 ,R$38.00 ,R$37.00 ,R$35.00 ,R$5.00 ,R$6.00 ,R$28.00 ,R$38.00 
240,150,Packs,,,R$9.00 ,R$20.00 ,R$21.00 ,R$2.00 ,R$25.00 ,R$31.00 ,R$9.00 ,R$25.00 ,R$23.00 ,R$17.00 ,R$6.00 
241,20,Pneus,,,R$23.00 ,R$10.00 ,R$10.00 ,R$15.00 ,R$10.00 ,R$4.00 ,R$36.00 ,R$10.00 ,R$14.00 ,R$38.00 ,R$17.00 
242,100,Caixas,,,R$23.00 ,R$9.00 ,R$14.00 ,R$12.00 ,R$32.00 ,R$29.00 ,R$30.00 ,R$14.00 ,R$6.00 ,R$9.00 ,R$39.00 
243,200,Packs,,,R$12.00 ,R$17.00 ,R$37.00 ,R$5.00 ,R$6.00 ,R$36.00 ,R$31.00 ,R$9.00 ,R$21.00 ,R$20.00 ,R$35.00 
244,250,Litros,,,R$24.00 ,R$25.00 ,R$38.00 ,R$33.00 ,R$10.00 ,R$3.00 ,R$38.00 ,R$8.00 ,R$26.00 ,R$31.00 ,R$2.00 
245,150,Packs,,,R$5.00 ,R$35.00 ,R$6.00 ,R$16.00 ,R$25.00 ,R$11.00 ,R$31.00 ,R$17.00 ,R$39.00 ,R$23.00 ,R$21.00 
246,20,Pneus,,,R$30.00 ,R$28.00 ,R$2.00 ,R$23.00 ,R$21.00 ,R$10.00 ,R$3.00 ,R$28.00 ,R$35.00 ,R$23.00 ,R$30.00 
247,100,Caixas,,,R$1.00 ,R$37.00 ,R$31.00 ,R$29.00 ,R$24.00 ,R$33.00 ,R$9.00 ,R$7.00 ,R$11.00 ,R$8.00 ,R$40.00 
248,200,Packs,,,R$8.00 ,R$21.00 ,R$9.00 ,R$6.00 ,R$23.00 ,R$28.00 ,R$13.00 ,R$30.00 ,R$24.00 ,R$34.00 ,R$30.00 
249,250,Litros,,,R$32.00 ,R$4.00 ,R$35.00 ,R$6.00 ,R$16.00 ,R$35.00 ,R$12.00 ,R$39.00 ,R$24.00 ,R$9.00 ,R$3.00 
250,150,Packs,,,R$20.00 ,R$40.00 ,R$24.00 ,R$14.00 ,R$30.00 ,R$36.00 ,R$39.00 ,R$34.00 ,R$28.00 ,R$4.00 ,R$2.00 
251,20,Pneus,,,R$35.00 ,R$26.00 ,R$22.00 ,R$10.00 ,R$30.00 ,R$26.00 ,R$19.00 ,R$34.00 ,R$22.00 ,R$1.00 ,R$31.00 
252,100,Caixas,,,R$8.00 ,R$1.00 ,R$19.00 ,R$37.00 ,R$7.00 ,R$3.00 ,R$13.00 ,R$40.00 ,R$18.00 ,R$29.00 ,R$26.00 
253,200,Packs,,,R$39.00 ,R$16.00 ,R$20.00 ,R$39.00 ,R$11.00 ,R$6.00 ,R$16.00 ,R$12.00 ,R$33.00 ,R$15.00 ,R$1.00 
254,250,Litros,,,R$5.00 ,R$29.00 ,R$27.00 ,R$23.00 ,R$39.00 ,R$14.00 ,R$2.00 ,R$8.00 ,R$33.00 ,R$25.00 ,R$14.00 
255,150,Packs,,,R$1.00 ,R$31.00 ,R$32.00 ,R$15.00 ,R$31.00 ,R$21.00 ,R$34.00 ,R$22.00 ,R$1.00 ,R$13.00 ,R$6.00 
256,20,Pneus,,,R$33.00 ,R$13.00 ,R$22.00 ,R$11.00 ,R$32.00 ,R$40.00 ,R$19.00 ,R$13.00 ,R$39.00 ,R$7.00 ,R$17.00 
257,100,Caixas,,,R$11.00 ,R$8.00 ,R$25.00 ,R$30.00 ,R$38.00 ,R$4.00 ,R$36.00 ,R$37.00 ,R$15.00 ,R$16.00 ,R$4.00 
258,200,Packs,,,R$12.00 ,R$25.00 ,R$24.00 ,R$16.00 ,R$32.00 ,R$33.00 ,R$2.00 ,R$6.00 ,R$4.00 ,R$39.00 ,R$16.00 
259,250,Litros,,,R$7.00 ,R$34.00 ,R$40.00 ,R$27.00 ,R$18.00 ,R$2.00 ,R$2.00 ,R$11.00 ,R$1.00 ,R$20.00 ,R$7.00 
260,150,Packs,,,R$5.00 ,R$27.00 ,R$33.00 ,R$9.00 ,R$34.00 ,R$28.00 ,R$40.00 ,R$10.00 ,R$18.00 ,R$26.00 ,R$35.00 
261,20,Pneus,,,R$26.00 ,R$39.00 ,R$10.00 ,R$11.00 ,R$6.00 ,R$35.00 ,R$40.00 ,R$39.00 ,R$25.00 ,R$4.00 ,R$20.00 
262,100,Caixas,,,R$21.00 ,R$5.00 ,R$17.00 ,R$7.00 ,R$19.00 ,R$18.00 ,R$33.00 ,R$9.00 ,R$11.00 ,R$8.00 ,R$28.00 
263,200,Packs,,,R$4.00 ,R$33.00 ,R$26.00 ,R$28.00 ,R$14.00 ,R$29.00 ,R$2.00 ,R$38.00 ,R$34.00 ,R$9.00 ,R$27.00 
264,250,Litros,,,R$8.00 ,R$15.00 ,R$12.00 ,R$40.00 ,R$4.00 ,R$7.00 ,R$19.00 ,R$17.00 ,R$14.00 ,R$2.00 ,R$22.00 
